"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"","",1461,"Syritta pipiens","2019-06-04","Croft, garden","SJ637932","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706573""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1462,"Sphaerophoria scripta","2019-08-23","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706572""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1463,"Sphaerophoria scripta","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706571""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1464,"Scaeva pyrastri","2019-04-11","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Elspeth Brighton","[iRecord Key: ""iBRC12706570""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Dead in conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1465,"Merodon equestris","2019-06-04","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706569""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1466,"Melanostoma scalare","2019-05-17","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706568""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1467,"Melanostoma mellinum","2019-08-23","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706567""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1468,"Melanostoma mellinum","2019-08-04","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706566""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1469,"Helophilus pendulus","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706565""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1470,"Eupeodes luniger","2019-07-30","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706564""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Or Species B? In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1471,"Eupeodes luniger","2019-06-10","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706563""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In house""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1472,"Eupeodes latifasciatus","2019-05-12","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706562""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Dead in conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1473,"Eumerus funeralis","2019-05-17","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706561""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1474,"Eristalis tenax","2019-08-23","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706560""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1474,"Eristalis tenax","2019-08-23","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706560""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1475,"Eristalis tenax","2019-07-24","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706559""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1476,"Eristalis tenax","2019-05-28","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706558""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1477,"Eristalis tenax","2019-05-20","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706557""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1478,"Eristalis pertinax","2019-05-28","Croft, garden","SJ637932","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706556""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1479,"Eristalis pertinax","2019-04-24","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706555""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In house""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1480,"Eristalis arbustorum","2019-08-23","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706554""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1481,"Eristalis arbustorum","2019-08-04","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706553""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1481,"Eristalis arbustorum","2019-08-04","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706553""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1482,"Eristalis arbustorum","2019-07-16","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706552""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1483,"Eristalis arbustorum","2019-06-09","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706551""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1484,"Eristalis arbustorum","2019-05-28","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706550""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1485,"Episyrphus balteatus","2019-08-04","Croft, garden","SJ637932","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706549""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1486,"Episyrphus balteatus","2019-07-24","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706548""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1487,"Episyrphus balteatus","2019-07-16","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706547""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1488,"Episyrphus balteatus","2019-07-08","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706546""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1489,"Sphaerophoria scripta","2019-04-15","Croft","SJ627927","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706545""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""On dandelion""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1490,"Episyrphus balteatus","2019-02-14","Croft","SJ627927","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706544""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""On wooden fence""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1491,"Syrphus ribesii","2019-08-15","Bickley Hall Farm","SJ533478","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706543""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1492,"Melanostoma mellinum","2019-08-15","Bickley Hall Farm","SJ533478","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706542""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond with willow""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1492,"Melanostoma mellinum","2019-08-15","Bickley Hall Farm","SJ533478","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706542""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond with willow""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1493,"Helophilus hybridus","2019-08-15","Bickley Hall Farm","SJ533478","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706541""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1494,"Platycheirus rosarum","2019-08-15","Bickley Hall Farm","SJ534478","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706540""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Field margin - nettles, willow""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1495,"Neoascia meticulosa","2019-06-03","Bickley Hall Farm","SJ534478","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706539""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Cow parsley under willow""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1496,"Melanostoma mellinum","2019-06-03","Bickley Hall Farm","SJ533478","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706538""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1497,"Lejogaster tarsata","2019-06-03","Bickley Hall Farm","SJ533478","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706537""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1497,"Lejogaster tarsata","2019-06-03","Bickley Hall Farm","SJ533478","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706537""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1498,"Eristalis tenax","2019-08-15","Bickley Hall Farm","SJ533477","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706536""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""On Sonchus""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1499,"Eristalis pertinax","2019-08-15","Bickley Hall Farm","SJ533477","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706535""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""On Sonchus""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
