"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"","",1409,"Empis caudatula","2019-05-21","Chester Zoo Nature Reserve","SJ408707","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707175""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open tree-planted area""] ","Requires Confirmation",""
"","",1410,"Bicellaria vana","2019-05-21","Chester Zoo Nature Reserve","SJ407708","7","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707174""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"","",1411,"Hilara maura","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707173""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"","",1412,"Empis tessellata","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707172""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"","",1413,"Empis praevia","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707171""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Fen""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""4m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1414,"Empis nigripes","2019-05-21","Chester Zoo Nature Reserve","SJ407708","4","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707170""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""4m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1414,"Empis nigripes","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707170""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",1415,"Empis caudatula","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707169""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",1415,"Empis caudatula","2019-05-21","Chester Zoo Nature Reserve","SJ407708","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707169""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1416,"Sympycnus pulicarius","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707168""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""09/05/2020""] ","Considered correct","Verified by Rostron, Glenn 09/05/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1416,"Sympycnus pulicarius","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707168""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Varied grassland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""09/05/2020""] ","Considered correct","Verified by Rostron, Glenn 09/05/2020"
"","",1417,"Rhaphium appendiculatum","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707167""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Fen""] [Verifier: ""Rostron, Glenn""] [Verified on: ""18/05/2020""] ","Plausible","Verified by Rostron, Glenn 18/05/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1418,"Dolichopus latilimbatus","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707166""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Fen""] [Verifier: ""Rostron, Glenn""] [Verified on: ""09/05/2020""] ","Considered correct","Verified by Rostron, Glenn 09/05/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1418,"Dolichopus latilimbatus","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707166""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Fen""] [Verifier: ""Rostron, Glenn""] [Verified on: ""09/05/2020""] ","Considered correct","Verified by Rostron, Glenn 09/05/2020"
"Cloned","[Count of sex or stage: ""2m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1419,"Hilara cornicula","2019-05-21","Chester Zoo Nature Reserve","SJ407707","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707165""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond area""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""2m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1419,"Hilara cornicula","2019-05-21","Chester Zoo Nature Reserve","SJ407707","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707165""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond area""] ","Requires Confirmation",""
"","",1420,"Empis tessellata","2019-05-21","Chester Zoo Nature Reserve","SJ407707","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707164""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond area""] ","Requires Confirmation",""
"","",1421,"Empis nuntia","2019-05-21","Chester Zoo Nature Reserve","SJ407707","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707163""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond area""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""4m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1422,"Empis nigripes","2019-05-21","Chester Zoo Nature Reserve","SJ407707","4","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707162""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond area""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""4m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1422,"Empis nigripes","2019-05-21","Chester Zoo Nature Reserve","SJ407707","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707162""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond area""] ","Requires Confirmation",""
"","",1423,"Rhaphium appendiculatum","2019-05-21","Chester Zoo Nature Reserve","SJ407707","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707161""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Pond area""] [Verifier: ""Rostron, Glenn""] [Verified on: ""18/05/2020""] ","Plausible","Verified by Rostron, Glenn 18/05/2020"
"Cloned","[Count of sex or stage: ""1m, 3f""; Sex: ""mixed""; Stage: ""Adult""]",1424,"Empis nigripes","2019-05-21","Chester Zoo Nature Reserve","SJ406707","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707160""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Sown flower meadow""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 3f""; Sex: ""mixed""; Stage: ""Adult""]",1424,"Empis nigripes","2019-05-21","Chester Zoo Nature Reserve","SJ406707","3","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707160""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Sown flower meadow""] ","Requires Confirmation",""
"","",1425,"Empis caudatula","2019-05-21","Chester Zoo Nature Reserve","SJ406707","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707159""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Sown flower meadow""] ","Requires Confirmation",""
"","",1426,"Empis caudatula","2019-05-21","Chester Zoo Nature Reserve","SJ406706","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707158""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Grassy meadow""] ","Requires Confirmation",""
"","",1427,"Campsicnemus armatus","2019-08-30","Burton Marsh","SJ301745","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707157""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt-marsh""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"","",1428,"Hybos femoratus","2019-08-30","Burton Marsh","SJ301738","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707156""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland edge""] ","Requires Confirmation",""
"","",1429,"Syntormon pallipes","2019-08-30","Burton Marsh","SJ300738","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707155""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"","",1430,"Orthoceratium sabulosum","2019-08-30","Burton Marsh","SJ300738","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707154""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""3m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1431,"Campsicnemus scambus","2019-08-30","Burton Marsh","SJ300738","3","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707153""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""20/03/2020""] ","Considered correct","Verified by Rostron, Glenn 20/03/2020"
"Cloned","[Count of sex or stage: ""3m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1431,"Campsicnemus scambus","2019-08-30","Burton Marsh","SJ300738","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707153""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""20/03/2020""] ","Considered correct","Verified by Rostron, Glenn 20/03/2020"
"","",1432,"Campsicnemus curvipes","2019-08-30","Burton Marsh","SJ300738","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707152""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Rostron, Glenn""] [Verified on: ""20/04/2020""] ","Considered correct","Verified by Rostron, Glenn 20/04/2020"
"","",1433,"Crossopalpus curvipes","2019-08-30","Denhall Quay","SJ290759","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707151""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh inner edge""] ","Requires Confirmation",""
"","",1434,"Bicellaria simplicipes","2019-08-30","Denhall Quay","SJ290759","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707150""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh inner edge""] ","Requires Confirmation",""
"","",1435,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ290759","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707149""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh inner edge""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1436,"Campsicnemus armatus","2019-08-30","Denhall Quay","SJ290759","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707148""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh inner edge""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1436,"Campsicnemus armatus","2019-08-30","Denhall Quay","SJ290759","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707148""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh inner edge""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""2m, 3f""; Sex: ""female""; Stage: ""Adult""]",1437,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ288760","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707147""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""2m, 3f""; Sex: ""female""; Stage: ""Adult""]",1437,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ288760","3","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707147""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""5m, 4f""; Sex: ""mixed""; Stage: ""Adult""]",1438,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ287759","5","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707146""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""5m, 4f""; Sex: ""mixed""; Stage: ""Adult""]",1438,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ287759","4","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707146""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""3m, 7f""; Sex: ""mixed""; Stage: ""Adult""]",1439,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ286759","3","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707145""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"Cloned","[Count of sex or stage: ""3m, 7f""; Sex: ""mixed""; Stage: ""Adult""]",1439,"Syntormon pallipes","2019-08-30","Denhall Quay","SJ286759","7","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707145""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Rostron, Glenn""] [Verified on: ""08/05/2020""] ","Considered correct","Verified by Rostron, Glenn 08/05/2020"
"","",1440,"Sympycnus pulicarius","2019-08-30","Denhall Quay","SJ286759","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12707144""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Rostron, Glenn""] [Verified on: ""09/05/2020""] ","Considered correct","Verified by Rostron, Glenn 09/05/2020"
"","",1441,"Platycheirus rosarum","2019-05-22","Brookhouse Moss","SJ806618","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706612""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Dry woodland""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1442,"Platycheirus albimanus","2019-05-22","Brookhouse Moss","SJ805619","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706611""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Herbage at woodland edge""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1443,"Chrysogaster virescens","2019-05-22","Brookhouse Moss","SJ805618","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706610""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Basin mire with birch scrub""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1444,"Melanostoma scalare","2019-05-22","Oakhanger Moss","SJ765552","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706609""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Flowery meadow""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1445,"Chrysotoxum arcuatum","2019-07-29","Barnton","SJ641750","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706589""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Comment: ""Field observation only""] [Sample Comment: ""Garden""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1446,"Volucella bombylans","2019-05-31","Barnton","SJ641749","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706588""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1447,"Tropidia scita","2019-06-10","Barnton","SJ641749","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706587""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""3m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",1448,"Syrphus ribesii","2019-07-04","Barnton","SJ641749","3","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706586""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""3m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",1448,"Syrphus ribesii","2019-07-04","Barnton","SJ641749","2","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706586""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1449,"Syritta pipiens","2019-06-10","Barnton","SJ641749","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706585""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1450,"Sphaerophoria scripta","2019-07-04","Barnton","SJ641749","1","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706584""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1451,"Platycheirus fulviventris","2019-05-31","Barnton","SJ641749","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706583""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open river bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1452,"Platycheirus albimanus","2019-07-04","Barnton","SJ641749","1","Adult male","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706582""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1453,"Pipizella viduata","2019-05-31","Barnton","SJ641749","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706581""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open river bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1454,"Eristalis tenax","2019-06-10","Barnton","SJ641749","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706580""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1455,"Eristalis nemorum","2019-08-19","Barnton","SJ641749","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706579""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",1455,"Eristalis nemorum","2019-08-19","Barnton","SJ641749","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706579""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""River bank""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1456,"Syrphus ribesii","2019-08-23","Croft, garden","SJ637932","2","Adult female","Trapped (netted)","Elspeth Brighton","Phil Brighton","[iRecord Key: ""iBRC12706578""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1457,"Syrphus ribesii","2019-07-11","Croft, garden","SJ637932","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706577""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1458,"Syritta pipiens","2019-08-04","Croft, garden","SJ637932","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706576""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1459,"Syritta pipiens","2019-07-16","Croft, garden","SJ637932","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706575""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""In conservatory""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
"","",1460,"Syritta pipiens","2019-06-09","Croft, garden","SJ637932","1","Adult","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12706574""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Morris, Roger""] [Verified on: ""09/02/2020""] ","Considered correct","Verified by Morris, Roger 09/02/2020"
